(-0.852828,0.287549)
(0.636397,-0.636396)
(-0.297992,0.849236)
(-0.0882146,-0.895666)
(0.448403,0.780343)
(-0.722886,-0.53613)
(0.874354,0.213317)
(-0.890259,0.132056)
(0.780343,-0.448402)
(-0.570955,0.695708)
(0.298006,-0.849231)
(-2.3069e-06,0.9)
(-0.287561,-0.852824)
(0.536127,0.722889)
(-0.726156,-0.531693)
(0.847393,0.303191)
(-0.897951,-0.0606918)
(0.882705,-0.17559)
(-0.811208,0.389797)
(0.695713,-0.570949)
(-0.54934,0.712899)
(0.384806,-0.813587)
(-0.21331,0.874356)
(0.0441554,-0.898916)
(0.115651,0.892538)
(-0.26126,-0.861245)
(0.389792,0.81121)
(-0.500004,-0.748329)
(0.592026,0.677868)
(-0.666847,-0.604413)
(0.726166,0.53168)
(-0.771955,-0.462693)
(0.806368,0.399713)
(-0.83149,-0.344418)
(0.849235,0.297994)
(-0.861249,-0.261248)
(0.868853,0.234722)
(-0.87303,-0.218676)
(0.874356,0.213311)
(-0.873026,-0.218689)
(0.868849,0.234735)
(-0.861253,-0.261235)
(0.849239,0.297982)
(-0.831496,-0.344405)
(0.806374,0.399701)
(-0.771962,-0.462682)
(0.726174,0.531669)
(-0.666838,-0.604423)
(0.592016,0.677877)
(-0.500015,-0.748321)
(0.389804,0.811204)
(-0.261247,-0.861249)
(0.115665,0.892537)
(0.0441692,-0.898916)
(-0.213297,0.874359)
(0.384793,-0.813593)
(-0.549351,0.712891)
(0.695722,-0.570939)
(-0.811202,0.389809)
(0.882702,-0.175604)
(-0.897952,-0.0606781)
(0.847398,0.303179)
(-0.726148,-0.531704)
(0.536116,0.722897)
(-0.287548,-0.852828)
(1.13552e-05,0.9)
(0.298019,-0.849226)
(-0.570955,0.695708)
(0.78033,-0.448426)
(-0.890259,0.132056)
(0.874348,0.213344)
(-0.722894,-0.536119)
(0.448403,0.780343)
(-0.0882008,-0.895668)
(-0.298018,0.849226)
(0.636377,-0.636415)
(-0.852819,0.287575)
(0.890263,0.132031)
(-0.726149,-0.531703)
(0.384786,0.813597)
(0.0607025,-0.897951)
(-0.500003,0.748329)
(0.811224,-0.389763)
(-0.895666,-0.0882174)
(0.71291,0.549326)
(-0.303198,-0.84739)
(-0.213346,0.874348)
(0.666849,-0.604411)
(-0.892539,0.115643)
(0.793721,0.424273)
(-0.38976,-0.811226)
(-0.175559,0.882711)
(0.677855,-0.592041)
(-0.898915,0.0441823)
(0.726178,0.531663)
(-0.218662,-0.873033)
(-0.399719,0.806365)
(0.83149,-0.34442)
(-0.849242,-0.297974)
(0.424248,0.793734)
(0.2347,-0.868859)
(-0.771962,0.462682)
(0.874358,0.213302)
(-0.462693,-0.771956)
(-0.23473,0.868851)
(0.793717,-0.42428)
(-0.84924,-0.29798)
(0.344425,0.831488)
(0.399703,-0.806373)
(-0.873026,0.21869)
(0.72617,0.531674)
(-0.0441806,-0.898915)
(-0.677884,0.592008)
(0.882705,0.175591)
(-0.389791,-0.811211)
(-0.42428,0.793717)
(0.892539,-0.115647)
(-0.604422,-0.666838)
(-0.213319,0.874354)
(0.847396,-0.303184)
(-0.712908,-0.549328)
(-0.0882086,0.895667)
(0.811215,-0.389782)
(-0.748317,-0.500021)
(-0.0607126,0.89795)
(0.813596,-0.384788)
(-0.726157,-0.531691)
(-0.13206,0.890258)
(0.852825,-0.287559)
(-0.636411,-0.636381)
(-0.298011,0.849229)
(0.895666,-0.0882199)
(-0.448382,-0.780355)
(-0.536129,0.722887)
(0.874348,0.213344)
(-0.132068,-0.890257)
(-0.780345,0.448399)
(0.695696,0.57097)
(0.297973,-0.849242)
(-0.9,1.69022e-05)
(0.287564,0.852823)
(0.722879,-0.53614)
(-0.726172,-0.531671)
(-0.30318,0.847397)
(0.897949,0.0607222)
(-0.175572,-0.882709)
(-0.811211,0.389791)
(0.570975,0.695692)
(0.549348,-0.712893)
(-0.8136,-0.384779)
(-0.213323,0.874353)
(0.898915,0.0441841)
(-0.115662,-0.892537)
(-0.861246,0.261256)
(0.389774,0.811219)
(0.748333,-0.499997)
(-0.592008,-0.677884)
(-0.604421,0.66684)
(0.72615,0.531701)
(0.462706,-0.771948)
(-0.806367,-0.399716)
(-0.344409,0.831494)
(0.849242,0.297974)
(0.261269,-0.861243)
(-0.868858,-0.234705)
(-0.2187,0.873024)
(0.874356,0.21331)
(0.218692,-0.873026)
(-0.868862,-0.23469)
(-0.261246,0.86125)
(0.849234,0.297996)
(0.344423,-0.831488)
(-0.806364,-0.399722)
(-0.462705,0.771948)
(0.726155,0.531694)
(0.604408,-0.666851)
(-0.592027,-0.677867)
(-0.748315,0.500025)
(0.389762,0.811225)
(0.861248,-0.26125)
(-0.115664,-0.892537)
(-0.898915,-0.0441737)
(-0.213305,0.874357)
(0.813588,0.384805)
(0.549364,-0.712881)
(-0.570965,-0.6957)
(-0.811213,0.389787)
(0.175576,0.882708)
(0.89795,0.0607106)
(0.303213,-0.847385)
(-0.726156,-0.531693)
(-0.722891,0.536124)
(0.287554,0.852826)
(0.9,-1.36621e-05)
(0.29802,-0.849225)
(-0.695705,-0.57096)
(-0.780334,0.448417)
(0.132042,0.890261)
(0.874357,0.213308)
(0.536137,-0.722881)
(-0.448428,-0.780328)
(-0.895665,0.0882259)
(-0.297998,0.849233)
(0.636388,0.636404)
(0.852832,-0.287536)
(0.132077,-0.890256)
(-0.726152,-0.531698)
(-0.813596,0.384787)
(-0.0607054,0.89795)
(0.748326,0.500009)
(0.811205,-0.389802)
(0.0882322,-0.895665)
(-0.712899,-0.549341)
(-0.847398,0.303177)
(-0.213319,0.874354)
(0.604388,0.66687)
(0.892537,-0.115663)
(0.424259,-0.793728)
(-0.389771,-0.81122)
(-0.882702,-0.175605)
(-0.677852,0.592044)
(0.0441822,0.898915)
(0.726176,0.531666)
(0.873022,-0.218707)
(0.399729,-0.80636)
(-0.344405,-0.831496)
(-0.849235,-0.297993)
(-0.793719,0.424275)
(-0.234727,0.868852)
(0.462702,0.77195)
(0.87435,0.213337)
(0.771948,-0.462705)
(0.23472,-0.868854)
(-0.424237,-0.79374)
(-0.84924,-0.297978)
(-0.831488,0.344423)
(-0.399708,0.806371)
(0.218681,0.873028)
(0.726162,0.531685)
(0.898916,-0.0441633)
(0.677862,-0.592033)
(0.175562,-0.882711)
(-0.389765,-0.811223)
(-0.793727,-0.424261)
(-0.892537,0.115664)
(-0.666866,0.604392)
(-0.21331,0.874356)
(0.303189,0.847394)
(0.712909,0.549327)
(0.895667,0.0882111)
(0.811194,-0.389825)
(0.499984,-0.748342)
(0.0607271,-0.897949)
(-0.384771,-0.813604)
(-0.726176,-0.531665)
(-0.890263,-0.132032)
(-0.852834,0.28753)
(-0.636405,0.636387)
(-0.298047,0.849216)
(0.0881776,0.89567)
(0.448437,0.780323)
(0.722857,0.536169)
(0.874361,0.21329)
(0.890266,-0.13201)
(0.780321,-0.44844)
(0.570979,-0.695689)
(0.29804,-0.849219)
(2.79945e-06,-0.9)
(-0.287542,-0.85283)
(-0.536161,-0.722863)
(-0.726186,-0.531652)
(-0.847385,-0.303213)
(-0.89795,-0.0607071)
(-0.882717,0.175529)
(-0.811231,0.389748)
(-0.69569,0.570978)
(-0.549305,0.712926)
(-0.384783,0.813598)
(-0.213278,0.874364)
(-0.0441421,0.898917)
(0.1157,0.892532)
(0.261288,0.861237)
(0.389751,0.81123)
(0.499973,0.748349)
(0.592025,0.677869)
(0.666852,0.604408)
(0.726191,0.531646)
(0.771981,0.46265)
(0.806369,0.39971)
(0.831495,0.344407)
(0.849223,0.298028)
(0.861241,0.261274)
(0.868869,0.234662)
(0.87302,0.218714)
(0.874365,0.213275)
(0.87302,0.218714)
(0.868869,0.234662)
(0.861241,0.261274)
(0.849223,0.298028)
(0.831495,0.344407)
(0.806369,0.39971)
(0.771981,0.46265)
(0.726191,0.531646)
(0.666852,0.604408)
(0.592025,0.677869)
(0.499973,0.748349)
(0.389751,0.81123)
(0.261288,0.861237)
(0.1157,0.892532)
(-0.0441421,0.898917)
(-0.213278,0.874364)
(-0.384783,0.813598)
(-0.549305,0.712926)
(-0.69569,0.570978)
(-0.811231,0.389748)
(-0.882717,0.175529)
(-0.89795,-0.0607071)
(-0.847385,-0.303213)
(-0.726186,-0.531652)
(-0.536161,-0.722863)
(-0.287542,-0.85283)
(2.79945e-06,-0.9)
(0.29804,-0.849219)
(0.570979,-0.695689)
(0.780321,-0.44844)
(0.890266,-0.13201)
(0.874361,0.21329)
(0.722857,0.536169)
(0.448437,0.780323)
(0.0881776,0.89567)
(-0.298047,0.849216)
(-0.636405,0.636387)
(-0.852834,0.28753)
(-0.890263,-0.132032)
(-0.726176,-0.531665)
(-0.384771,-0.813604)
(0.0607271,-0.897949)
(0.499984,-0.748342)
(0.811194,-0.389825)
(0.895667,0.0882111)
(0.712909,0.549327)
(0.303189,0.847394)
(-0.21331,0.874356)
(-0.666866,0.604392)
(-0.892537,0.115664)
(-0.793727,-0.424261)
(-0.389765,-0.811223)
(0.175562,-0.882711)
(0.677862,-0.592033)
(0.898916,-0.0441633)
(0.726162,0.531685)
(0.218681,0.873028)
(-0.399708,0.806371)
(-0.831488,0.344423)
(-0.84924,-0.297978)
(-0.424237,-0.79374)
(0.23472,-0.868854)
(0.771948,-0.462705)
(0.87435,0.213337)
(0.462702,0.77195)
(-0.234727,0.868852)
(-0.793719,0.424275)
(-0.849235,-0.297993)
(-0.344405,-0.831496)
(0.399729,-0.80636)
(0.873022,-0.218707)
(0.726176,0.531666)
(0.0441822,0.898915)
(-0.677852,0.592044)
(-0.882702,-0.175605)
(-0.389771,-0.81122)
(0.424259,-0.793728)
(0.892537,-0.115663)
(0.604388,0.66687)
(-0.213319,0.874354)
(-0.847398,0.303177)
(-0.712899,-0.549341)
(0.0882322,-0.895665)
(0.811205,-0.389802)
(0.748326,0.500009)
(-0.0607054,0.89795)
(-0.813596,0.384787)
(-0.726152,-0.531698)
(0.132077,-0.890256)
(0.852832,-0.287536)
(0.636388,0.636404)
(-0.297998,0.849233)
(-0.895665,0.0882259)
(-0.448428,-0.780328)
(0.536137,-0.722881)
(0.874357,0.213308)
(0.132042,0.890261)
(-0.780334,0.448417)
(-0.695705,-0.57096)
(0.29802,-0.849225)
(0.9,0)
(0.898628,-0.0496757)
(0.895666,-0.0882154)
(0.892539,-0.115648)
(0.890259,-0.132057)
(0.889432,-0.137517)
(0.890259,-0.132057)
(0.892539,-0.115648)
(0.895666,-0.0882154)
(0.898628,-0.0496757)
(0.9,0)
(0.897951,0.0606995)
(0.890259,0.132057)
(0.874354,0.213321)
(0.84739,0.303201)
(0.80637,0.39971)
(0.748323,0.500013)
(0.670552,0.6003)
(0.570954,0.695709)
(0.448405,0.780342)
(0.303201,0.84739)
(0.137517,0.889432)
(-0.0441609,0.898916)
(-0.234715,0.868855)
(-0.424257,0.793729)
(-0.6003,0.670552)
(-0.748323,0.500013)
(-0.852827,0.287552)
(-0.898916,0.044161)
(-0.874353,-0.213321)
(-0.771956,-0.462692)
(-0.592026,-0.677868)
(-0.344415,-0.831492)
(-0.0496758,-0.898628)
(0.261256,-0.861246)
(0.549344,-0.712896)
(0.771956,-0.462692)
(0.889432,-0.137517)
(0.873028,0.218682)
(0.712896,0.549345)
(0.424257,0.793729)
(0.0496756,0.898628)
(-0.344415,0.831492)
(-0.677868,0.592026)
(-0.873028,0.218682)
(-0.874354,-0.213321)
(-0.666856,-0.604403)
(-0.287552,-0.852827)
(0.175582,-0.882707)
(0.6003,-0.670552)
(0.861246,-0.261256)
(0.868855,0.234715)
(0.604403,0.666856)
(0.137518,0.889432)
(-0.3848,0.81359)
(-0.780342,0.448405)
(-0.895666,-0.0882154)
(-0.670551,-0.6003)
(-0.175581,-0.882707)
(0.399711,-0.806369)
(0.813591,-0.384799)
(0.874353,0.213322)
(0.536129,0.722887)
(-0.0607003,0.897951)
(-0.636396,0.636397)
(-0.898628,0.0496764)
(-0.69571,-0.570954)
(-0.115649,-0.892539)
(0.536129,-0.722887)
(0.889432,-0.137517)
(0.722886,0.53613)
(0.115649,0.892539)
(-0.570954,0.69571)
(-0.898628,0.0496758)
(-0.636396,-0.636396)
(0.0607003,-0.897951)
(0.722887,-0.53613)
(0.874353,0.213321)
(0.384799,0.813591)
(-0.399711,0.806369)
(-0.882706,0.175583)
(-0.670553,-0.600299)
(0.0882152,-0.895666)
(0.780342,-0.448404)
(0.81359,0.384801)
(0.137519,0.889432)
(-0.666856,0.604404)
(-0.868855,-0.234715)
(-0.261255,-0.861247)
(0.600299,-0.670553)
(0.882707,0.175581)
(0.287551,0.852827)
(-0.604404,0.666855)
(-0.874354,-0.21332)
(-0.218682,-0.873028)
(0.677869,-0.592025)
(0.831492,0.344414)
(0.0496757,0.898628)
(-0.79373,0.424256)
(-0.712897,-0.549344)
(0.218682,-0.873028)
(0.889432,-0.137516)
(0.462693,0.771955)
(-0.549345,0.712896)
(-0.861247,-0.261255)
(-0.0496757,-0.898628)
(0.831492,-0.344414)
(0.592026,0.677868)
(-0.462693,0.771955)
(-0.874354,-0.21332)
(-0.0441603,-0.898916)
(0.852827,-0.287553)
(0.500013,0.748323)
(-0.600299,0.670553)
(-0.793729,-0.424257)
(0.234713,-0.868855)
(0.898916,0.0441612)
(0.137519,0.889432)
(-0.84739,0.3032)
(-0.448406,-0.780341)
(0.69571,-0.570953)
(0.670552,0.600299)
(-0.500014,0.748322)
(-0.80637,-0.39971)
(0.303202,-0.847389)
(0.874353,0.213321)
(-0.13206,0.890258)
(-0.897951,-0.0607005)
(3.07209e-06,-0.9)
(0.898628,-0.0496739)
(0.0882183,0.895666)
(-0.892539,0.115646)
(-0.132059,-0.890259)
(0.889431,-0.13752)
(0.132058,0.890259)
(-0.892538,0.11565)
(-0.0882149,-0.895666)
(0.898628,-0.0496762)
(-1.96346e-06,0.9)
(-0.897951,-0.0607005)
(0.132054,-0.890259)
(0.874353,0.213324)
(-0.303199,0.84739)
(-0.806371,-0.399708)
(0.500013,-0.748323)
(0.670552,0.600299)
(-0.695711,0.570952)
(-0.448404,-0.780342)
(0.847389,-0.303204)
(0.137514,0.889432)
(-0.898916,-0.0441602)
(0.234713,-0.868855)
(0.793732,0.424252)
(-0.600301,0.670551)
(-0.50001,-0.748325)
(0.852828,-0.287549)
(0.0441613,0.898916)
(-0.874352,-0.213327)
(0.462689,-0.771958)
(0.59203,0.677865)
(-0.831493,0.34441)
(-0.0496778,-0.898628)
(0.861246,0.261257)
(-0.549345,0.712895)
(-0.462695,-0.771954)
(0.889432,-0.137514)
(-0.218676,0.87303)
(-0.7129,-0.549339)
(0.793731,-0.424254)
(0.0496789,0.898628)
(-0.831491,-0.344415)
(0.677868,-0.592026)
(0.218685,0.873027)
(-0.874353,-0.213325)
(0.604398,-0.66686)
(0.287558,0.852825)
(-0.882706,-0.175586)
(0.600298,-0.670554)
(0.261255,0.861247)
(-0.868855,-0.234716)
(0.666855,-0.604404)
(0.137512,0.889433)
(-0.813592,-0.384796)
(0.78034,-0.448408)
(-0.0882087,0.895667)
(-0.670552,-0.6003)
(0.882708,-0.175577)
(-0.399714,0.806367)
(-0.384798,-0.813591)
(0.874354,0.213317)
(-0.722887,0.536129)
(0.0607002,-0.897951)
(0.636398,0.636395)
(-0.898628,0.0496702)
(0.570951,-0.695712)
(0.115652,0.892538)
(-0.72289,-0.536125)
(0.889432,-0.137516)
(-0.536134,0.722883)
(-0.115655,-0.892538)
(0.695706,0.570957)
(-0.898628,0.049677)
(0.636398,-0.636394)
(-0.0607037,0.89795)
(-0.536128,-0.722888)
(0.874354,0.213317)
(-0.813591,0.384799)
(0.399711,-0.806369)
(0.175582,0.882707)
(-0.670556,-0.600295)
(0.895666,0.088214)
(-0.780348,0.448393)
(0.384798,-0.813591)
(0.137512,0.889433)
(-0.604395,-0.666863)
(0.868852,0.234726)
(-0.861249,0.261246)
(0.600303,-0.670549)
(-0.175577,0.882708)
(-0.287541,-0.852831)
(0.666859,0.6044)
(-0.874352,-0.213325)
(0.87303,-0.218673)
(-0.677875,0.592018)
(0.344424,-0.831488)
(0.0496718,0.898628)
(-0.424261,-0.793727)
(0.712889,0.549353)
(-0.873029,-0.218678)
(0.889432,-0.137513)
(-0.771961,0.462684)
(0.549354,-0.712889)
(-0.261266,0.861243)
(-0.0496706,-0.898628)
(0.344418,0.83149)
(-0.592017,-0.677876)
(0.771957,0.46269)
(-0.874352,-0.213328)
(0.898916,-0.0441488)
(-0.852823,0.287564)
(0.74833,-0.500002)
(-0.600306,0.670546)
(0.424257,-0.793729)
(-0.234704,0.868858)
(0.0441624,-0.898916)
(0.137507,0.889433)
(-0.303211,-0.847386)
(0.448412,0.780337)
(-0.570961,-0.695703)
(0.670543,0.60031)
(-0.748319,-0.500018)
(0.806372,0.399705)
(-0.847387,-0.303208)
(0.874356,0.213311)
(-0.89026,-0.132053)
(0.897951,0.0606977)
(-0.9,2.55317e-06)
(0.898628,-0.0496824)
(-0.895667,0.0882023)
(0.892539,-0.115646)
(-0.890257,0.132069)
(0.88943,-0.13753)
(-0.890252,0.132107)
(0.892534,-0.115684)
(-0.895669,0.0881855)
(0.89863,-0.0496381)
(-0.9,1.31545e-05)
(0.897952,0.0606871)
(-0.890253,-0.132097)
(0.874345,0.213354)
(-0.8474,-0.303172)
(0.806389,0.399671)
(-0.748325,-0.500009)
(0.670568,0.600282)
(-0.570948,-0.695714)
(0.448421,0.780332)
(-0.303195,-0.847392)
(0.137544,0.889428)
(0.0441518,-0.898916)
(-0.234667,0.868868)
(0.424224,-0.793747)
(-0.600319,0.670535)
(0.748339,-0.499988)
(-0.852819,0.287574)
(0.898915,-0.0441869)
(-0.874348,-0.213344)
(0.771948,0.462705)
(-0.592066,-0.677833)
(0.344377,0.831507)
(-0.0497086,-0.898626)
(-0.261308,0.86123)
(0.549323,-0.712912)
(-0.771983,0.462646)
(0.889427,-0.137551)
(-0.873018,-0.218721)
(0.712929,0.549301)
(-0.424246,-0.793735)
(0.0496549,0.898629)
(0.344388,-0.831503)
(-0.67785,0.592046)
(0.873034,-0.218657)
(-0.874349,-0.213342)
(0.666884,0.604372)
(-0.287603,-0.85281)
(-0.175567,0.88271)
(0.600275,-0.670574)
(-0.861246,0.261257)
(0.868862,0.23469)
(-0.604403,-0.666856)
(0.137549,0.889427)
(0.384788,-0.813596)
(-0.780316,0.44845)
(0.89567,0.0881761)
(-0.670536,-0.600318)
(0.175552,0.882713)
(0.39969,-0.80638)
(-0.81358,0.384821)
(0.874347,0.213347)
(-0.536114,-0.722898)
(-0.060652,0.897954)
(0.63643,-0.636363)
(-0.898627,0.0497013)
(0.695739,0.570917)
(-0.115665,-0.892537)
(-0.536093,0.722914)
(0.889428,-0.13754)
(-0.722856,-0.536171)
(0.115689,0.892533)
(0.570974,-0.695693)
(-0.89863,0.0496397)
(0.636405,0.636387)
(0.0606896,-0.897951)
(-0.722913,0.536094)
(0.874344,0.21336)
(-0.38482,-0.813581)
(-0.39968,0.806384)
(0.882708,-0.175574)
(-0.670559,-0.600292)
(-0.0882392,0.895664)
(0.780341,-0.448405)
(-0.813579,-0.384823)
(0.137522,0.889431)
(0.666866,-0.604392)
(-0.868861,-0.234693)
(0.261265,0.861244)
(0.60026,-0.670588)
(-0.882716,-0.175535)
(0.287542,0.85283)
(0.604411,-0.666849)
(-0.874365,-0.213275)
(0.218735,0.873015)
(0.677861,-0.592034)
(-0.831501,-0.344393)
(0.0496621,0.898629)
(0.793726,-0.424263)
(-0.712881,-0.549364)
(-0.218679,0.873029)
(0.889435,-0.137497)
(-0.462704,-0.771949)
(-0.549348,0.712893)
(0.861257,0.261221)
(-0.0497021,-0.898627)
(-0.831505,0.344382)
(0.591996,0.677894)
(0.462679,-0.771964)
(-0.874358,-0.213304)
(0.0441307,0.898917)
(0.852834,-0.287533)
(-0.500053,-0.748296)
(-0.600334,0.670522)
(0.793743,0.424231)
(0.234663,-0.868869)
(-0.898917,-0.0441359)
(0.137464,0.88944)
(0.847378,-0.303233)
(-0.448371,-0.780361)
(-0.695743,0.570913)
(0.670546,0.600307)
(0.500027,-0.748313)
(-0.806385,-0.39968)
(-0.30317,0.847401)
(0.874349,0.21334)
(0.132071,-0.890257)
(-0.897954,-0.0606488)
(-4.62938e-05,0.9)
(0.898627,-0.0497005)
(-0.0882596,-0.895662)
(-0.892537,0.115661)
(0.132096,0.890253)
(0.88943,-0.137531)
(-0.132104,-0.890252)
(-0.892535,0.115677)
(0.0881742,0.89567)
(0.898631,-0.0496228)
(6.20368e-06,-0.9)
(-0.89795,-0.0607105)
(-0.132015,0.890265)
(0.874364,0.213278)
(0.303205,-0.847388)
(-0.806371,-0.399706)
(-0.500045,0.748301)
(0.670537,0.600317)
(0.695677,-0.570993)
(-0.448373,-0.78036)
(-0.847375,0.303243)
(0.137482,0.889437)
(0.898918,0.0441095)
(0.234736,-0.868849)
(-0.793711,-0.42429)
(-0.600296,0.670555)
(0.50001,0.748325)
(0.852812,-0.287596)
(-0.0442052,-0.898914)
(-0.874351,-0.21333)
(-0.462696,0.771954)
(0.591988,0.677901)
(0.831506,-0.344379)
(-0.0497069,-0.898626)
(-0.861261,-0.261209)
(-0.549331,0.712906)
(0.462729,0.771934)
(0.889429,-0.137533)
(0.218635,-0.87304)
(-0.712914,-0.549322)
(-0.793749,0.42422)
(0.0496212,0.898631)
(0.831488,0.344423)
(0.677878,-0.592015)
(-0.218719,-0.873019)
(-0.874363,-0.213283)
(-0.604411,0.666848)
(0.287548,0.852828)
(0.882698,0.175628)
(0.600324,-0.67053)
(-0.261295,-0.861235)
(-0.868842,-0.234761)
(-0.666835,0.604427)
(0.137468,0.889439)
(0.813606,0.384766)
(0.78036,-0.448372)
(0.0882696,-0.895661)
(-0.670544,-0.600309)
(-0.882711,0.17556)
(-0.399686,0.806381)
(0.384821,0.81358)
(0.874346,0.213351)
(0.722903,-0.536108)
(0.0606641,-0.897953)
(-0.636429,-0.636363)
(-0.898628,0.0496812)
(-0.570936,0.695724)
(0.115638,0.89254)
(0.722895,0.536119)
(0.889434,-0.137504)
(0.536115,-0.722897)
(-0.115645,-0.892539)
(-0.695732,-0.570927)
(-0.898627,0.0496973)
(-0.636427,0.636365)
(-0.0607497,0.897947)
(0.53613,0.722886)
(0.874354,0.21332)
(0.813612,-0.384754)
(0.399749,-0.80635)
(-0.175603,-0.882702)
(-0.670576,-0.600273)
(-0.895666,-0.0882177)
(-0.780333,0.448421)
(-0.384811,0.813585)
(0.137532,0.88943)
(0.604396,0.666863)
(0.868861,0.234691)
(0.861244,-0.261263)
(0.600264,-0.670584)
(0.175545,-0.882714)
(-0.287528,-0.852835)
(-0.666836,-0.604425)
(-0.874359,-0.213297)
(-0.873021,0.21871)
(-0.677881,0.592011)
(-0.344425,0.831488)
(0.0496236,0.898631)
(0.424226,0.793746)
(0.71292,0.549313)
(0.873017,0.218728)
(0.889427,-0.137551)
(0.771979,-0.462654)
(0.54931,-0.712922)
(0.261285,-0.861238)
(-0.0496316,-0.89863)
(-0.344415,-0.831492)
(-0.59202,-0.677873)
(-0.771978,-0.462656)
(-0.874363,-0.213281)
(-0.898916,0.0441499)
(-0.852829,0.287547)
(-0.748351,0.499971)
(-0.600328,0.670527)
(-0.424228,0.793745)
(-0.234664,0.868869)
(-0.0441407,0.898917)
(0.137563,0.889425)
(0.303221,0.847382)
(0.448452,0.780315)
(0.570982,0.695687)
(0.670529,0.600325)
(0.748297,0.500051)
(0.80637,0.399709)
(0.847388,0.303205)
(0.874365,0.213273)
(0.890266,0.132007)
(0.897951,0.0606977)
(0.9,0)
(-0.77478,-0.457947)
(0.424257,0.793729)
(0.0606994,-0.897951)
(-0.536129,0.722887)
(0.845513,-0.308395)
(-0.873028,-0.218682)
(0.592026,0.677868)
(-0.0882146,-0.895666)
(-0.457947,0.77478)
(0.831492,-0.344415)
(-0.868855,-0.234715)
(0.53613,0.722886)
(0.0386445,-0.89917)
(-0.604402,0.666857)
(0.892539,-0.115647)
(-0.748322,-0.500013)
(0.224036,0.87167)
(0.424256,-0.79373)
(-0.852827,0.287551)
(0.81359,0.384799)
(-0.308396,-0.845513)
(-0.384801,0.81359)
(0.852827,-0.287551)
(-0.793729,-0.424257)
(0.224036,0.87167)
(0.500012,-0.748324)
(-0.892538,0.11565)
(0.666858,0.604401)
(0.0386444,-0.89917)
(-0.722886,0.53613)
(0.868854,0.234717)
(-0.344414,-0.831492)
(-0.457945,0.774781)
(0.895666,-0.0882181)
(-0.592026,-0.677868)
(-0.218682,0.873028)
(0.845514,-0.308392)
(-0.722885,-0.536131)
(-0.0606983,0.897951)
(0.793728,-0.424258)
(-0.774779,-0.457949)
(-1.49123e-06,0.9)
(0.78034,-0.448407)
(-0.771957,-0.46269)
(-0.0386454,0.89917)
(0.813591,-0.384799)
(-0.712897,-0.549342)
(-0.175579,0.882707)
(0.87167,-0.224034)
(-0.570953,-0.69571)
(-0.399708,0.806371)
(0.898916,0.0441585)
(-0.308394,-0.845514)
(-0.666857,0.604402)
(0.80637,0.399708)
(0.0882137,-0.895666)
(-0.87167,0.224033)
(0.500017,0.74832)
(0.549344,-0.712896)
(-0.84739,-0.3032)
(-0.0386408,0.89917)
(0.873029,-0.218679)
(-0.44841,-0.780338)
(-0.636392,0.6364)
(0.774778,0.457951)
(0.261255,-0.861247)
(-0.897951,-0.0607022)
(0.132054,0.890259)
(0.845513,-0.308394)
(-0.462697,-0.771953)
(-0.677867,0.592027)
(0.69571,0.570953)
(0.457944,-0.774782)
(-0.83149,-0.344419)
(-0.234709,0.868856)
(0.89026,0.132053)
(0.038651,-0.89917)
(-0.898916,0.0441603)
(0.115643,0.892539)
(0.882708,-0.175575)
(-0.224031,-0.871671)
(-0.861246,0.261258)
(0.28755,0.852828)
(0.847391,-0.303198)
(-0.308394,-0.845514)
(-0.847388,0.303205)
(0.287552,0.852827)
(0.861247,-0.261255)
(-0.224036,-0.87167)
(-0.882705,0.175588)
(0.11565,0.892538)
(0.898916,-0.0441615)
(0.0386418,-0.89917)
(-0.890258,-0.132063)
(-0.234712,0.868856)
(0.831492,0.344413)
(0.457944,-0.774782)
(-0.695706,-0.570958)
(-0.677866,0.592029)
(0.462694,0.771954)
(0.845512,-0.308399)
(-0.132053,-0.89026)
(-0.897951,-0.0606952)
(-0.261254,0.861247)
(0.774782,0.457943)
(0.636399,-0.636393)
(-0.448408,-0.78034)
(-0.873028,0.218684)
(-0.0386406,0.89917)
(0.847388,0.303206)
(0.549342,-0.712898)
(-0.500014,-0.748322)
(-0.871669,0.224038)
(-0.0882214,0.895666)
(0.806371,0.399708)
(0.666856,-0.604403)
(-0.308396,-0.845513)
(-0.898916,-0.0441548)
(-0.399709,0.80637)
(0.570953,0.69571)
(0.87167,-0.224034)
(0.175577,-0.882708)
(-0.712895,-0.549346)
(-0.813592,0.384796)
(-0.0386474,0.89917)
(0.771956,0.462691)
(0.780344,-0.448401)
(-6.82729e-06,-0.9)
(-0.774777,-0.457952)
(-0.79373,0.424256)
(-0.0606935,0.897951)
(0.722889,0.536127)
(0.845512,-0.308399)
(0.218687,-0.873027)
(-0.592028,-0.677867)
(-0.895666,0.0882151)
(-0.457947,0.77478)
(0.344419,0.83149)
(0.868854,0.234716)
(0.72289,-0.536126)
(0.0386486,-0.89917)
(-0.666856,-0.604403)
(-0.89254,0.115642)
(-0.50001,0.748325)
(0.224039,0.871669)
(0.793727,0.424262)
(0.852826,-0.287554)
(0.384801,-0.81359)
(-0.308394,-0.845514)
(-0.813592,-0.384797)
(-0.852828,0.287548)
(-0.424251,0.793732)
(0.224042,0.871668)
(0.748321,0.500016)
(0.89254,-0.115638)
(0.604413,-0.666847)
(0.0386577,-0.899169)
(-0.536121,-0.722893)
(-0.868854,-0.234718)
